ID,text,label,automated_readability_index,difficult_words,flesch_reading_ease,gunning_fog,words_per_sentence,reading_time,ppl,bright,cont,warm,colorf,sd,cd,td,diag_dom,rot,hpvb,vpvb,hcvb,vcvb,sat,clar
15891,"Let me just say I came here for restaurant week and probably spent the same amount of money I would've spent outside of restaurant week but- It WAS TOTALLY WORTH IT!This restaurant and dining experience blew away all of my expectations for this place. I came here for my nieces graduation as I told her to pick out a place she would like to eat to celebrate her graduation. I was happy with the choice as I've always wanted to come here to eat as well. Upon walking in, we were greeted by really nice hostesses and staff. Since I made reservations we were seated right away in which we chose to sit outside. We came here for restaurant week and had a prix fix menu in which we all could order an entree each but we had to try something different; a communal style table setting in which we share dishes. Although I cannot remember the names, we had lettuce wraps, chicken on a stick and the drunken fish and the dishes were AMAZING (I can certainly remember the taste!)Everything from the service to the dishes to the atmosphere was top notch so I would definitely come back here!",0,10.5,22,65.86,10.88,22.22222222222222,12.94,37.476883,126.81287037037038,77.74590426929166,0.1675925925925926,173.26262770003268,0.2017901234567901,116.9437489362658,8.735541535602252,-31.0,-30.0,-2.6595253355645383,-2.083983884983951,-0.6689489853556718,-0.631098079829013,49.53601851851852,0.3394753086419753
19988,"I've had the pleasure of frequenting this fantastic lunch spot close to my workplace on several occasions. Their fish tacos and chicken schnitzel are particularly noteworthy and have become personal favorites. The staff here exudes warmth, ensuring that patrons feel like regulars in no time. While they offer a great bar setup, it's worth noting they serve beer and wine exclusively. A delightful dining experience that I highly recommend!",1,10.9,20,57.47,12.48,13.8,5.46,34.109848,109.89414978027344,81.74909872014602,0.1439666748046875,170.30582256100712,0.24383544921875,169.32937003888682,1.39173509555635,-44.0,-86.0,-27.2806185444867,-1.7261948600755943,-0.4372703255923312,-0.4932323920457672,86.64552307128906,0.2128143310546875
8325,"I literary ran here and was seated at the sushi bar before last call. It's beautiful and worth the extra steps!! Amazing sashimi!!I had hotate scallops Kimnedai Baby yellowtail Hamachi Scottish salmon Take was my sushi chef and he is featured in my Snapchat photo!This is the BOMB!! Trust me, Yelpers, I know my sashimi!By the way, the way I can tell how authentic a Japanese restaurant is has a lot to do with the music, ginger and fresh wasabi  A+",0,6.7,15,83.15,7.38,13.5,5.41,166.40637,111.17092592592591,68.58326457226701,0.1425308641975308,170.14695345257218,-0.5558024691358024,25.21387780241111,15.935393783008903,-65.0,-65.0,-10.48104492913106,-1.575227026621434,-0.6363896166223121,-0.7061613318870138,77.59962962962963,0.1703395061728395
219,"Strolling down St Marks we were looking for a nice place to grab a drink and a quick snack. Upon arrival, we were welcomed in by the host and shown to a table near their beautiful big front windows which are close to the street. As it was a cool spring night we were extremely pleased with the ambiance. All the brews on the menu (and there are a TON) are from local breweries. The Concrete Jungle Bird cocktail is very tasty and not too sweet. On the flip side, the Mango Margarita is fairly sweet...much sweeter then the Concrete Jungle Bird. Both were strong but were very tasty! I will definitely be back. This bar is very chill and perfect for a Saturday night.",0,5.3,17,92.63,5.96,12.5,7.96,31.706827,175.85037037037037,48.07345607375417,0.0283641975308641,142.2271921429293,0.5502469135802469,60.5211142288613,0.1393195095398187,0.0,-69.0,-7.656761462028186,-3.38136685492671,-0.5728050293980229,-0.8655140753086581,47.85722222222222,0.5455864197530864
11078,"I came here for a group gathering on a Thursday evening during happy hour. It definitely looks cool and the setup is organized - tons of long communal tables, enormous space (jeez, what's the rent here?!), dim lighting, sketches and paintings on the walls, extreme Oktoberfest vibes. But it's extremely crowded and loud that we were all pretty uncomfortable. The lines were so long both upstairs and downstairs that it deterred some from waiting for drinks or food. Also, the age range is under 26, so we, being between 29-25, were out-of-place. It's a great place for bros and for hanging out in groups. Don't come if you want to have conversations and kick back, because it's a rowdy place. Cool that they have trivia nights on Mondays!",0,8.3,21,74.08,8.16,14.11111111111111,8.98,50.23893,74.03841111111112,51.88567220478211,0.4403111111111111,159.36665959044174,-0.2742666666666666,52.366288235303614,2.564421917264228,-100.0,-100.0,-5.259439891861803,-16.367976523173922,-0.4222815092228762,-0.3383237983614556,169.9542111111111,0.0374777777777777
1702,"We had a 10:30 pm reservation on July 4th. The place wasn't crowded at all. We waited an hour for our food in between our appetizers and our main meal. Steak frites was tough but well seasoned. Not worth it. The busboy was excellent, however. Very attentive.",0,3.7,7,80.48,6.52,7.833333333333333,3.11,39.559574,127.07743333333332,58.14236429920194,0.0998,110.99812230959864,0.4641555555555555,27.690259918492806,0.7197792375753931,-100.0,-100.0,-12.45423569856905,-5.2755350852740435,-0.3769852923817501,-0.4163960032171285,192.22194444444443,0.2178333333333333
17387,- Standard diner vibes- They have window seating where you can people watch - I enjoyed the food- Many breakfast options that come with coffee/tea AND juice- Pancakes aren't so great- Service was good,0,19.2,6,55.92,12.8,32.0,2.45,153.80728,163.54011111111112,50.94539442698416,0.4717333333333333,171.9549595722078,0.6314222222222222,30.51542598762634,2.475714228444089,-100.0,-101.0,-28.028260859928835,-6.984182773394309,-0.4318326755160464,-0.4219313211005454,79.07835555555556,0.4377777777777777
6173,My review is based off a Mealpal order.  I had gotten the pork katsu don order.  The pork was deliciously fried and went well with the egg over rice.  It came with a small side of pickled radish so that was a nice touch.  I did wish the portion was a tad bigger and that the order was warmer temperature wise.  I would give this place a strong 3 and will try their other options next time around.,0,4.1,8,92.12,6.23,13.0,4.61,45.33027,133.1622111111111,81.94448465475398,0.3076,170.07812043408393,0.238,171.54549687007085,4.138499200622544,-9.0,-100.0,-5.323793083219385,-6.75134043954742,-0.4258597991179739,-0.4362035597222967,110.19886666666666,0.3958111111111111
17448,"Title: A Bustling Spot with Customizable Delights

I recently dined at a vibrant restaurant where the buzzing atmosphere is a clear testament to its popularity. The service proved to be impressively swift, and the offer of unlimited rice is a pleasant bonus. For my first foray into dried hot pot, the experience was both unique and customizable, allowing patrons to select their preferred ingredients and pay by weight.

The selection was diverse, including meats like beef and chicken, and an array of vegetables, with the lotus being a standout addition for me. Although the quail eggs weren't to my liking, the variety ensures there's something for everyone. The only shortfall was the lack of a DIY sauce station, which could have enhanced the meal with options such as peanut butter, sesame oil, and green onion to tailor the flavors to one's taste.

Nonetheless, the restaurant delivered an exciting culinary adventure that I'm eager to explore again. A return visit is certainly on the cards!",1,12.8,36,50.67,12.35,20.5,12.25,36.121838,179.7788848876953,67.53428455357157,0.662078857421875,170.3056201601658,0.378631591796875,72.01793603650435,7.963070468009306,-29.0,-55.0,-1.5212822045177743,-4.24971504020543,-0.4765496735375381,-0.4605006121516559,170.82586669921875,0.5792083740234375
20405,"Super delicious burger! The beef is juicy with nice flavor.I had the regular cheeseburger with raw onion and the regular fixings that come with it. My friend had the jalapeño burger and loved it as well, claiming she had the best burger out of us. The milkshake was fresh and delicious. I got chocolate and banana, don't judge. It tastes like a sundae!",0,4.7,10,87.72,5.5,9.0,4.26,35.413837,119.86643333333332,63.168125171824855,0.2580888888888888,166.4395162173835,0.4356666666666666,27.06098560223212,3.410594107210216,-4.0,-98.0,-4.66314114981725,-0.3935376309095773,-0.4239762155893412,-0.4029322631960363,58.503477777777775,0.2362
4149,"Title: Hit-and-Miss Experience at a New Dining Spot

I recently ventured to a new restaurant with my siblings, eager for a fresh culinary experience. The visit was a mixed bag, with the establishment showing promise yet leaving room for improvement.

Our server had an indifferent presence, often requiring reminders to supply extra napkins and clear plates. The array of dishes we sampled varied in satisfaction. The calamari, disappointingly reminiscent of onion rings, missed the mark. On the upside, the waffle fries were a delectable hit, and the crab cocktail claws emerged as the standout starter of the evening.

The main course of branzino fish was pleasing overall, although certain bites were regretfully oversalted. The combo of crab legs with shrimp, drenched in spicy special sauce, was decent but fell short of remarkable. It's tough to truly fault a seafood boil, though it wasn't the best I've had.

A generous gesture of a complimentary pound of crab legs and a bottle of soju capped off our meal. Despite the shortcomings, I hold out hope that the restaurant will refine its offerings, especially the appetizers, to reach its full potential.",1,11.4,50,62.58,11.1,17.09090909090909,14.23,44.40307,130.53623962402344,85.98714687473034,0.679351806640625,172.31268897412352,0.3160400390625,25.506388755009855,2.6069312525468646,-79.0,-79.0,-8.916639884293062,-0.3165116575316062,-0.4952947715900193,-0.4565128335736452,190.3827209472656,0.3603363037109375
3283,"Title: A Must-Visit for Italian Cuisine Lovers

Whenever I find myself in NYC, a visit to Mama Mia's is non-negotiable. The cuisine here consistently impresses with its rich flavors and generous portions, all at a price point that's a pleasant surprise for the city. On one occasion, I sampled their Marsala and found it to lean towards the sweet side, which was unexpected as I typically prefer a more savory take on the dish. Despite that personal preference, Mama Mia's remains a top recommendation for anyone in search of sumptuous Italian fare without the Manhattan price tag.",1,14.2,21,55.27,14.67,24.25,7.11,30.50798,118.50392150878906,77.61066484924912,0.3122406005859375,150.62167000175248,-0.197052001953125,104.68375772972992,7.059667109606217,-89.0,-89.0,-10.087102418190682,-1.628556683216971,-0.4816767355809415,-0.4773241587532932,204.85874938964844,0.2480010986328125
17946,"My friends took me here for my bachelorette brunch. I had such an amazing time. The food was delicious, mimosas were filled continuously, and the music was great. After we finished our meal we moved down to the dance floor which was down a level in like a ""pit"".  Our original plan was to leave and bar hop, but we continued to order champagne and bottle service to a table down in that area because the music and vibe was so good. If your looking for somewhere for a boozy brunch with great rap and hip hop music definitely give this place a try.",0,7.3,11,79.3,9.23,17.333333333333332,6.51,43.279083,97.94565555555556,64.76387120415228,0.8344333333333334,174.69123098550932,0.4601333333333333,47.7647992977892,2.930323006278101,-9.0,-86.0,-3.9672721469108865,-2.106048132223691,-0.4197737096313537,-0.3575418407700483,87.63263333333333,0.1514888888888889
12270,"Recently, I was thrilled to accept a friend's invitation to a cozy little spot renowned for its boozy brunch. The compact size of the restaurant is easily overlooked once you dive into their culinary offerings. Our meal began with some off-menu guacamole, which proved to be a scrumptious precursor to the main event.

For my brunch entrée, I indulged in the ropa vieja served atop a plantain omelette. The flavors melded beautifully, and the portion size struck a harmonious balance—satisfying without being overbearing. My husband chose the Cuban sandwich, and his continuous compliments piqued my curiosity enough to steal a taste; it did not disappoint.

The brunch experience was sweetened by an hour and a half of unlimited drinks. While the beverages weren't standout, they were sufficiently enjoyable and contributed to a pleasant, buzzed state as we dined. All in all, this spot may be pint-sized, but it certainly packs a punch with its delightful fare.",1,11.6,37,62.38,12.05,17.333333333333332,11.84,32.509182,107.94625854492188,56.34299180794075,0.95501708984375,101.2161686019119,0.719512939453125,77.09830821213416,7.573046074791327,0.0,-86.0,-7.382034374545981,-2.9558874623106703,-0.4589192057848663,-0.516211966731142,108.2079620361328,0.1352996826171875
6091,"Came here with my girlfriend for lunch. She wanted to come here because of the interior and she's been having somewhat of a British fever. The interior of this restaurant was really cute. The reason i give it 3 stars is i can see this place being great for a bar night to have a few drinks and chill, but for just lunch, it was average. I got a shepard pie and it was okay. My girlfriend got a burger and they didnt even ask how she wanted it cooked. In short, come for the interior and atmosphere, not for the food.",0,5.0,10,82.04,7.02,14.571428571428571,6.1,48.389675,120.17958888888889,77.41846365368957,0.3041111111111111,159.38367119971417,0.4486222222222222,11.225214903660204,0.2641579871196828,-13.0,-105.0,-14.450564107959622,-0.0993960885456601,-0.4092337526491067,-0.3910192206166243,136.33002222222223,0.2682222222222222
18894,"TLDR: Grab n' Go spot of Momofuku in Hudson Yards. If you're missing Asian convenience store food, worth stopping by. Spicy Chicken Kimbap.I had heard about Peach Mart opening in Hudson Yards so when I was finally in the area - I made a detour to check the place out. It is quite small and is sort of a simplified version of the corner stores you'll find in Asia.They have Asian soft drinks, snacks and some prepared foods too. The Stuffing Cake is basically a stuffing if you used ingredients for a college kid. Hot dogs, jalapenos, I liked this a lot actually. The rice and beans is good too.I do want to try some of the other sandwiches but the spicy chicken kimbap is solid. It's pricey at $11 but it's enjoyable. The chicken is still crispy although it's served at room temperature and also coated with the spicy mayo.There are seats/counters directly outside to sit. If you like Asian comfort food or ever wanted to try it, this is a good way to break yourself in.",0,6.0,24,84.07,7.3,12.642857142857142,11.65,57.342377,160.88814814814816,63.09631738018483,0.2127777777777778,163.80040796378225,0.8107407407407408,33.54582257924138,10.93381726820724,-50.0,-50.0,-5.172501992321855,-2.826907064379838,-0.6509639826893602,-0.6394945367590456,106.0567901234568,0.4632716049382716
10950,"I went in not exactly knowing what to expect for a Chinese restaurant in Hell's Kitchen, but I was pleasantly surprised with their expansive offerings! I was also surprised to see their tea offerings - something I've only seen available when I go to traditional dim sum places. The interior is pretty spacious, with plenty of seating available on a Saturday around 3pm on New Years Day. ROAST DUCK NOODLES - easily one of the best noodle dishes at this shop. The roast duck adds so much flavor to your broth it's insane!! I got the Chrysanthemum tea, and for my main dish, I went with the make your own noodle dish - chicken bone broth, ho fun (flat noodle), roast duck, and shanghai vegetables. Everything except the ho fun in this dish was on point! The ho fun was decent but could have been better - a lot of it was clumped together and broke off easily because of that. Portion sizes were great, however they could have added a few more pieces of duck to the dish. Otherwise, a great place to try some Chinese noodles if you're in the area.",0,9.3,24,77.67,9.46,18.9,12.52,34.46046,104.13041111111112,61.49164011516695,0.3069555555555555,156.34194909791097,0.4928888888888889,29.447101270986803,1.061438107793781,-20.0,-96.0,-2.637161926655608,-6.786197352335847,-0.402080265721043,-0.3777366553508018,146.65787777777777,0.1469777777777778
12480,"My experience at Pardon My French left me with mixed emotions. Celebrating a birthday, the highlight was undoubtedly the spirited birthday song and a sparkler-adorned chocolate mousse that was sinfully delightful. Unfortunately, the rest of the meal did not live up to that moment.

The Eggs Scandinavian, while a solid attempt, fell short with an un-toasted English muffin undermining the dish's potential. Although I prefer my Hollandaise on the side, the overall combination was lackluster and did not justify its price, even when paired with the bottomless mimosas offered.

On a brighter note, the Brioche French Toast was a testament to indulgence. Thick, eggy slices of bread were lavished with Nutella and fresh fruit, which was a treat to the palate. Despite its quality, the $22 price tag before extra charges felt steep.

While the ambiance suggests Pardon My French is a trendy spot for a bottomless brunch, I find it hard to ignore the overpriced menu. I'm left doubtful about a return visit.",1,10.9,37,63.29,10.71,16.4,12.32,46.42614,151.8843536376953,70.62356133985428,0.616424560546875,172.74321234567725,0.324981689453125,33.91157449437215,1.534474351815481,-9.0,-89.0,-7.847739536911988,-0.997519717838884,-0.4731500226369092,-0.4698523486065258,107.70539855957033,0.424530029296875
15471,"Title: A Cheesy Delight Before the Show

I stumbled upon a delightful grilled cheese spot while waiting for a movie in the area. Known for my love of their truffle melt, I was tempted by the new limited edition Notorious Chz melt - a decadent cheese extravaganza featuring six different cheeses and a hint of truffle mayo. This grilled melt was a cheese lover's dream, perfectly toasted and teeming with a symphony of flavors.

To complement the cheesy affair, we opted for the Chicken Tenders with a Buffalo Parmesan twist. They were exceptionally crispy with an intense spicy kick - a bit too fiery for my liking but satisfying for those who appreciate the heat.

The eatery itself is quaint with very limited seating, making it ideal for a swift grab-and-go experience. Prices align with similar establishments, and the service was commendably speedy. If you're in the mood for a top-notch grilled cheese, this place is a solid pick.",1,11.7,31,60.04,11.66,19.625,11.38,35.971535,126.7236328125,71.47508183675099,0.042388916015625,146.0822744711199,0.17877197265625,69.13388358719402,1.512890030978177,-2.0,-86.0,-6.283423095527382,-5.195819108121086,-0.4774695251315561,-0.4781918131817461,118.21493530273438,0.295440673828125
16267,"Got to know this restaurant through lunch takeouts! They do have the best miso salmon salads in town. It is definitely unbeatable with more than 10 different veggies and fruits and delicious miso salmon! However, the price is quite hefty for a salad ($26) so it is more of an indulgent experience than a daily order!",0,7.5,9,74.19,9.17,14.0,3.83,57.49657,124.89685555555556,57.67246151135857,0.1672777777777777,151.55272167482906,0.0470666666666666,57.320177405948726,7.367709651432925,-16.0,-94.0,-2.1395364577042812,-5.733890387980637,-0.444112535819334,-0.394542763611556,90.60116666666669,0.2404
4445,"This is one of my favorite restaurants on the Upper West Side. Great for brunch or dinner and love that you can make reservations here unlike their other restaurant Jacobs Pickle. The honey pull apart bread is a true star. I could have eaten an entire order alone for my meal. If you are a fan of Reuben sammies, their Deluxe version is not to be missed. However, I prefer their Reuben hash at brunch! The classic Mac and cheese is great, but I prefer the buffalo version. While I love the chocolate cake it is ALOT and very dense. Will keep coming back!",0,4.8,10,85.08,5.02,11.555555555555555,6.63,47.726044,129.7633024691358,65.81181733882886,0.2899074074074074,152.77648942413924,0.3329012345679012,25.94076321721248,1.659306674220609,-2.0,-66.0,-12.215512442940678,-9.15375614588271,-0.6751272112919026,-0.6597840291441731,119.1699074074074,0.2564506172839506
